"Id","Status","Reason","Loc"
"01-02-02-009","MATCH-NORMALIZED","","index.html:261"
"01-02-02-010","MATCH-NORMALIZED","","index.html:269"
"01-02-02-011","MATCH-NORMALIZED","","index.html:270"
"01-02-02-012","MATCH-NORMALIZED","","index.html:282"
"01-02-02-013","MATCH-NORMALIZED","","index.html:292"
"01-02-02-014","MATCH-NORMALIZED","","index.html:294"
"01-02-02-015","MATCH-NORMALIZED","","index.html:295"
"01-02-02-016","MATCH-NORMALIZED","","index.html:301"
"01-02-02-017","MATCH-EXACT","","index.html:314"
"01-02-02-018","MATCH-NORMALIZED","","index.html:316"
"01-02-02-019","MATCH-NORMALIZED","","script.js:324 (announce() at :331)"
"01-02-02-020","MATCH-NORMALIZED","","script.js:366 (announce() at :367)"
"01-02-02-021","MATCH-NORMALIZED","","script.js:297 (mirrored at script.js:1382 as S27_RESTORE_EXPLANATION)"
"01-02-03-001","MATCH-NORMALIZED","","index.html:326"
"01-02-03-002","MATCH-NORMALIZED","","index.html:328"
"01-02-03-003","MATCH-NORMALIZED","","index.html:330"
"01-02-03-004","MATCH-NORMALIZED","","index.html:332"
"01-02-03-005","MATCH-NORMALIZED","","index.html:343-346"
"01-02-03-006","MATCH-NORMALIZED","","index.html:348"
"01-02-03-007","MATCH-NORMALIZED","","index.html:351"
"01-02-03-008","MATCH-NORMALIZED","","index.html:355"
"01-02-03-009","MATCH-NORMALIZED","","index.html:359"
"01-02-03-010","MATCH-NORMALIZED","","index.html:363"
"01-02-03-011","MATCH-NORMALIZED","","index.html:371"
"01-02-03-012","MATCH-NORMALIZED","","index.html:372"
"01-02-03-013","MATCH-NORMALIZED","","index.html:384"
"01-02-03-014","MATCH-NORMALIZED","","index.html:394"
"01-02-03-015","MATCH-NORMALIZED","","index.html:396"
"01-02-03-016","MATCH-NORMALIZED","","index.html:397"
"01-02-03-017","MATCH-NORMALIZED","","index.html:403"
"01-02-03-018","MATCH-EXACT","","index.html:416"
"01-02-03-019","MATCH-NORMALIZED","","index.html:418"
"01-02-03-020","MATCH-NORMALIZED","","script.js:513 (announce() at :520)"
"01-02-03-021","MATCH-NORMALIZED","","script.js:499-501 (mirrored at script.js:1383-1385 as S28_RESTORE_EXPLANATION)"
"01-02-04-001","MATCH-NORMALIZED","","index.html:428"
"01-02-04-002","MATCH-NORMALIZED","","index.html:430"
"01-02-04-003","MATCH-NORMALIZED","","index.html:432"
"01-02-04-004","MATCH-NORMALIZED","","index.html:434"
"01-02-04-005","MATCH-NORMALIZED","","index.html:445-448"
"01-02-04-006","MATCH-NORMALIZED","","index.html:452"
"01-02-04-007","MATCH-NORMALIZED","","index.html:454"
"01-02-04-008","MATCH-NORMALIZED","","index.html:461"
"01-02-04-009","MATCH-NORMALIZED","","index.html:462"
"01-02-04-010","MATCH-NORMALIZED","","index.html:474"
"01-02-04-011","MATCH-NORMALIZED","","index.html:484"
"01-02-04-012","MATCH-NORMALIZED","","index.html:486"
"01-02-04-013","MATCH-NORMALIZED","","index.html:487"
"01-02-04-014","MATCH-NORMALIZED","","index.html:493"
"01-02-04-015","MATCH-EXACT","","index.html:506"
"01-02-04-016","MATCH-NORMALIZED","","index.html:508"
"01-02-04-017","MATCH-NORMALIZED","","script.js:639 (announce() at :645)"
"01-02-04-018","MATCH-NORMALIZED","","script.js:655 (announce() at :656)"
"01-02-04-019","MATCH-NORMALIZED","","script.js:629-631 (mirrored at script.js:1386-1388 as S29_RESTORE_EXPLANATION)"
"01-02-05-001","MATCH-NORMALIZED","","index.html:518"
"01-02-05-002","MATCH-NORMALIZED","","index.html:520"
"01-02-05-003","MATCH-NORMALIZED","","index.html:522"
"01-02-05-004","MATCH-NORMALIZED","","index.html:524"
"01-02-05-005","MATCH-NORMALIZED","","index.html:534-538"
"01-02-05-006","MATCH-NORMALIZED","","index.html:545"
"01-02-05-007","MATCH-NORMALIZED","","index.html:561"
"01-02-05-008","MATCH-NORMALIZED","","index.html:566"
"01-02-05-009","MATCH-NORMALIZED","","index.html:574"
"01-02-05-010","MATCH-NORMALIZED","","index.html:575"
"01-02-05-011","MATCH-NORMALIZED","","index.html:582"
"01-02-05-012","MATCH-NORMALIZED","","index.html:602"
"01-02-05-013","MATCH-NORMALIZED","","index.html:618"
"01-02-05-014","MATCH-NORMALIZED","","index.html:627"
"01-02-05-015","MATCH-NORMALIZED","","index.html:628"
"01-02-05-016","MATCH-NORMALIZED","","index.html:640"
"01-02-05-017","MATCH-NORMALIZED","","index.html:650"
"01-02-05-018","MATCH-NORMALIZED","","index.html:652"
"01-02-05-019","MATCH-NORMALIZED","","index.html:653"
"01-02-05-020","MATCH-NORMALIZED","","index.html:659"
"01-02-05-021","MATCH-EXACT","","index.html:672"
"01-02-05-022","MATCH-NORMALIZED","","index.html:674"
"01-02-05-023","MATCH-NORMALIZED","","script.js:794 (announce() at :801)"
"01-02-05-024","MATCH-NORMALIZED","","script.js:838 (announce() at :839)"
"01-02-05-025","MATCH-NORMALIZED","","script.js:775-778 (mirrored at script.js:1389-1392 as S30_RESTORE_EXPLANATION)"
"01-02-06-001","MATCH-NORMALIZED","","index.html:685"
"01-02-06-002","MATCH-NORMALIZED","","index.html:686"
"01-02-06-003","MATCH-NORMALIZED","","index.html:689"
"01-02-06-004","MATCH-NORMALIZED","","index.html:699"
"01-02-06-005","MATCH-NORMALIZED","","index.html:706"
"01-02-06-006","MATCH-NORMALIZED","","index.html:707"
"01-02-07-001","MATCH-NORMALIZED","","index.html:719"
"01-02-07-002","MATCH-NORMALIZED","","index.html:724"
"01-02-07-003","MATCH-NORMALIZED","","index.html:736-739"
"01-02-07-004","MATCH-NORMALIZED","","index.html:743"
"01-02-07-005","MATCH-NORMALIZED","","index.html:745"
"01-02-07-006","MATCH-NORMALIZED","","index.html:752"
"01-02-07-007","MATCH-NORMALIZED","","index.html:753"
"01-02-07-008","MATCH-NORMALIZED","","index.html:765"
"01-02-07-009","MATCH-NORMALIZED","","index.html:775"
"01-02-07-010","MATCH-NORMALIZED","","index.html:777"
"01-02-07-011","MATCH-NORMALIZED","","index.html:778"
"01-02-07-012","MATCH-NORMALIZED","","index.html:784"
"01-02-07-013","MATCH-EXACT","","index.html:797"
"01-02-07-014","MATCH-NORMALIZED","","index.html:799"
"01-02-07-015","MATCH-NORMALIZED","","script.js:946 (announce() at :954)"
"01-02-07-016","MATCH-NORMALIZED","","script.js:959 (announce() at :965)"
"01-02-07-017","MATCH-NORMALIZED","","script.js:970 (announce() at :971)"
"01-02-07-018","MATCH-NORMALIZED","","script.js:934-937 (mirrored at script.js:1393-1396 as S32_RESTORE_EXPLANATION_OK)"
"01-02-07-019","MATCH-NORMALIZED","","script.js:938-940 (mirrored at script.js:1397-1399 as S32_RESTORE_EXPLANATION_ERR)"
"01-02-08-001","MATCH-NORMALIZED","","index.html:810"
"01-02-08-002","MATCH-NORMALIZED","","index.html:812"
"01-02-08-003","MATCH-NORMALIZED","","index.html:822-826"
"01-02-08-004","MATCH-NORMALIZED","","index.html:829"
"01-02-08-005","MATCH-NORMALIZED","","index.html:832"
"01-02-08-006","MATCH-NORMALIZED","","index.html:836"
"01-02-08-007","MATCH-NORMALIZED","","index.html:840"
"01-02-08-008","MATCH-NORMALIZED","","index.html:844"
"01-02-08-009","MATCH-NORMALIZED","","index.html:852"
"01-02-08-010","MATCH-NORMALIZED","","index.html:853"
"01-02-08-011","MATCH-NORMALIZED","","index.html:865"
"01-02-08-012","MATCH-NORMALIZED","","index.html:875"
"01-02-08-013","MATCH-NORMALIZED","","index.html:877"
"01-02-08-014","MATCH-NORMALIZED","","index.html:878"
"01-02-08-015","MATCH-NORMALIZED","","index.html:884"
"01-02-08-016","MATCH-EXACT","","index.html:897"
"01-02-08-017","MATCH-NORMALIZED","","index.html:899"
"01-02-08-018","MATCH-NORMALIZED","","script.js:1122 (announce() at :1129)"
"01-02-08-019","MATCH-NORMALIZED","","script.js:1131 (announce() at :1136)"
"01-02-08-020","MATCH-NORMALIZED","","script.js:1145 (announce() at :1146)"
"01-02-08-021","MATCH-NORMALIZED","","script.js:1111-1112 (mirrored at script.js:1400-1401 as S33_RESTORE_EXPLANATION)"
"01-02-99-001","MATCH-NORMALIZED","","index.html:6"
"01-02-99-002","MATCH-NORMALIZED","","index.html:11"
"01-02-99-003","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:16 (aria-label + title), index.html:21 (visible span)"
"01-02-99-004","MATCH-NORMALIZED","","index.html:916"
"01-02-99-005","MATCH-NORMALIZED","","index.html:917"
"01-02-99-006","MATCH-NORMALIZED","","index.html:918"
"01-02-99-007","MATCH-NORMALIZED","","index.html:921"
"01-02-99-008","MATCH-NORMALIZED","","index.html:924"
"01-02-99-009","MATCH-NORMALIZED","","index.html:927"
"01-02-99-010","MATCH-NORMALIZED","","index.html:928"
"01-02-99-011","MATCH-NORMALIZED","","index.html:929"
"01-02-99-012","MATCH-NORMALIZED","","index.html:933"
"01-02-99-013","MATCH-NORMALIZED","","index.html:937"
"01-02-99-014","MATCH-NORMALIZED","","index.html:938"
"01-02-99-015","MATCH-NORMALIZED","","index.html:943"
"01-02-99-016","MATCH-NORMALIZED","","index.html:944"
"01-02-99-017","MATCH-NORMALIZED","","index.html:959"
"01-02-99-018","MATCH-NORMALIZED","","index.html:960"
"01-02-99-019","MATCH-NORMALIZED","","index.html:962"
"01-02-99-020","MATCH-NORMALIZED","","index.html:974"
"01-02-99-021","MATCH-NORMALIZED","","index.html:975"
"01-02-99-022","MATCH-NORMALIZED","","index.html:977"
"01-02-99-023","MATCH-NORMALIZED","","index.html:978"
"01-02-99-024","MATCH-NORMALIZED","","index.html:986"
"01-02-99-025","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:987 (identical on all 7 zoom modals: 987,1001,1015,1029,1043,1057,1071)"
"01-02-99-026","MATCH-NORMALIZED","","index.html:993"
"01-02-99-027","MATCH-NORMALIZED","","index.html:1000"
"01-02-99-028","MATCH-NORMALIZED","","index.html:1007"
"01-02-99-029","MATCH-NORMALIZED","","index.html:1014"
"01-02-99-030","MATCH-NORMALIZED","","index.html:1021"
"01-02-99-031","MATCH-NORMALIZED","","index.html:1028"
"01-02-99-032","MATCH-NORMALIZED","","index.html:1035"
"01-02-99-033","MATCH-NORMALIZED","","index.html:1042"
"01-02-99-034","MATCH-NORMALIZED","","index.html:1049"
"01-02-99-035","MATCH-NORMALIZED","","index.html:1056"
"01-02-99-036","MATCH-NORMALIZED","","index.html:1063"
"01-02-99-037","MATCH-NORMALIZED","","index.html:1070"
"01-02-99-038","MATCH-NORMALIZED","","index.html:1077"
"01-02-99-039","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:94 (identical open/close pair reused at 384/392, 463/471, 592/601, 739/747, 901/909, 1039/1047 — 7 hint widgets total)"
"01-02-99-040","MATCH-NORMALIZED","","script.js:101 (paired with each open above)"
"01-03-00-001","MATCH-NORMALIZED","","index.html:27"
"01-03-00-002","MATCH-NORMALIZED","","index.html:28"
"01-03-00-003","MATCH-NORMALIZED","","index.html:29"
"01-03-00-004","MATCH-NORMALIZED","","index.html:32"
"01-03-00-005","MATCH-NORMALIZED","","index.html:42"
"01-03-00-006","MATCH-NORMALIZED","","index.html:49"
"01-03-00-007","MATCH-NORMALIZED","","index.html:50"
"01-03-01-001","MATCH-NORMALIZED","","index.html:60"
"01-03-01-002","MATCH-NORMALIZED","","index.html:62"
"01-03-01-003","MATCH-NORMALIZED","","index.html:63"
"01-03-01-004","MATCH-NORMALIZED","","index.html:65"
"01-03-01-005","MATCH-NORMALIZED","","index.html:66"
"01-03-01-006","MATCH-NORMALIZED","","index.html:67"
"01-03-01-007","MATCH-NORMALIZED","","index.html:68"
"01-03-01-008","MATCH-NORMALIZED","","index.html:69"
"01-03-01-009","MATCH-NORMALIZED","","index.html:76"
"01-03-01-010","MATCH-NORMALIZED","","index.html:77"
"01-03-01-011","MATCH-NORMALIZED","","index.html:84"
"01-03-01-012","MATCH-NORMALIZED","","index.html:85"
"01-03-01-013","MATCH-NORMALIZED","","index.html:90"
"01-03-01-014","MATCH-NORMALIZED","","index.html:91"
"01-03-02-001","MATCH-NORMALIZED","","index.html:101"
"01-03-02-002","MATCH-NORMALIZED","","index.html:103"
"01-03-02-003","MATCH-NORMALIZED","","index.html:105"
"01-03-02-004","MATCH-NORMALIZED","","index.html:114"
"01-03-02-005","MATCH-NORMALIZED","","index.html:115"
"01-03-02-006","MATCH-NORMALIZED","","index.html:120"
"01-03-02-007","MATCH-NORMALIZED","","index.html:121"
"01-03-99-001","MATCH-NORMALIZED","","index.html:6"
"01-03-99-002","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:15 (aria-label + title attrs), index.html:20 (visible span)"
"01-03-99-003","MATCH-NORMALIZED","","index.html:137"
"01-03-99-004","MATCH-NORMALIZED","","index.html:138"
"01-03-99-005","MATCH-NORMALIZED","","index.html:139"
"01-03-99-006","MATCH-NORMALIZED","","index.html:142"
"01-03-99-007","MATCH-NORMALIZED","","index.html:145"
"01-03-99-008","MATCH-NORMALIZED","","index.html:148"
"01-03-99-009","MATCH-NORMALIZED","","index.html:149"
"01-03-99-010","MATCH-NORMALIZED","","index.html:150"
"01-03-99-011","MATCH-NORMALIZED","","index.html:154"
"01-03-99-012","MATCH-NORMALIZED","","index.html:158"
"01-03-99-013","MATCH-NORMALIZED","","index.html:159"
"01-03-99-014","MATCH-NORMALIZED","","index.html:164"
"01-03-99-015","MATCH-NORMALIZED","","index.html:165"
"01-03-99-016","MATCH-NORMALIZED","","index.html:180"
"01-03-99-017","MATCH-NORMALIZED","","index.html:181"
"01-03-99-018","MATCH-NORMALIZED","","index.html:183"
"01-03-99-019","MATCH-NORMALIZED","","index.html:195"
"01-03-99-020","MATCH-NORMALIZED","","index.html:196"
"01-03-99-021","MATCH-NORMALIZED","","index.html:198"
"01-03-99-022","MATCH-NORMALIZED","","index.html:199"
"01-03-99-023","MATCH-NORMALIZED","","index.html:210"
"01-03-99-024","MATCH-NORMALIZED","","index.html:211"
"01-03-99-025","MATCH-NORMALIZED","","index.html:217"
"01-04-00-001","MATCH-NORMALIZED","","index.html:28"
"01-04-00-002","MATCH-NORMALIZED","","index.html:29"
"01-04-00-003","MATCH-NORMALIZED","","index.html:32"
"01-04-00-004","MATCH-NORMALIZED","","index.html:38"
"01-04-00-005","MATCH-NORMALIZED","","index.html:39"
"01-04-01-001","MATCH-NORMALIZED","","index.html:51"
"01-04-01-002","MATCH-NORMALIZED","","index.html:56"
"01-04-01-003","MATCH-NORMALIZED","","index.html:61"
"01-04-01-004","MATCH-NORMALIZED","","index.html:72-78"
"01-04-01-005","MATCH-NORMALIZED","","index.html:80"
"01-04-01-006","MATCH-NORMALIZED","","index.html:83"
"01-04-01-007","MATCH-NORMALIZED","","index.html:87"
"01-04-01-008","MATCH-NORMALIZED","","index.html:91"
"01-04-01-009","MATCH-NORMALIZED","","index.html:95"
"01-04-01-010","MATCH-NORMALIZED","","index.html:103"
"01-04-01-011","MATCH-NORMALIZED","","index.html:104"
"01-04-01-012","MATCH-NORMALIZED","","index.html:116"
"01-04-01-013","MATCH-NORMALIZED","","index.html:126"
"01-04-01-014","MATCH-NORMALIZED","","index.html:128"
"01-04-01-015","MATCH-NORMALIZED","","index.html:129"
"01-04-01-016","MATCH-NORMALIZED","","index.html:135"
"01-04-01-017","MATCH-EXACT","","index.html:148"
"01-04-01-018","MATCH-NORMALIZED","","index.html:150"
"01-04-01-019","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:314 (also announce() at :315, restore-mirror S37_RESTORE_EXPLANATION header n/a)"
"01-04-01-020","MATCH-NORMALIZED","","script.js:322 (announce() at :323)"
"01-04-01-021","MATCH-NORMALIZED","","script.js:336 (announce() at :337)"
"01-04-01-022","MATCH-NORMALIZED","","script.js:304 (used at both :316 correct and :338 final-wrong; mirrored verbatim at script.js:1350 as S37_RESTORE_EXPLANATION)"
"01-04-01-023","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:650 (identical relabel reused at :697, :807, :828, :1122, :1145, :1453, :1518)"
"01-04-02-001","MATCH-NORMALIZED","","index.html:161"
"01-04-02-002","MATCH-NORMALIZED","","index.html:163"
"01-04-02-003","MATCH-NORMALIZED","","index.html:165"
"01-04-02-004","MATCH-NORMALIZED","","index.html:176-180"
"01-04-02-005","MATCH-NORMALIZED","","index.html:183"
"01-04-02-006","MATCH-NORMALIZED","","index.html:186"
"01-04-02-007","MATCH-NORMALIZED","","index.html:190"
"01-04-02-008","MATCH-NORMALIZED","","index.html:194"
"01-04-02-009","MATCH-NORMALIZED","","index.html:198"
"01-04-02-010","MATCH-NORMALIZED","","index.html:206"
"01-04-02-011","MATCH-NORMALIZED","","index.html:207"
"01-04-02-012","MATCH-NORMALIZED","","index.html:219"
"01-04-02-013","MATCH-NORMALIZED","","index.html:229"
"01-04-02-014","MATCH-NORMALIZED","","index.html:231"
"01-04-02-015","MATCH-NORMALIZED","","index.html:232"
"01-04-02-016","MATCH-NORMALIZED","","index.html:238"
"01-04-02-017","MATCH-EXACT","","index.html:251"
"01-04-02-018","MATCH-NORMALIZED","","index.html:253"
"01-04-02-019","MATCH-NORMALIZED","","script.js:179 (announce() at :180)"
"01-04-02-020","MATCH-NORMALIZED","","script.js:187 (announce() at :188)"
"01-04-02-021","MATCH-NORMALIZED","","script.js:201 (announce() at :202)"
"01-04-02-022","MATCH-NORMALIZED","","script.js:169 (used at :181 and :203; mirrored verbatim at script.js:1351 as S38_RESTORE_EXPLANATION)"
"01-04-03-001","MATCH-NORMALIZED","","index.html:264"
"01-04-03-002","MATCH-NORMALIZED","","index.html:266"
"01-04-03-003","MATCH-NORMALIZED","","index.html:268"
"01-04-03-004","MATCH-NORMALIZED","","index.html:273-276"
"01-04-03-005","MATCH-NORMALIZED","","index.html:287"
"01-04-03-006","MATCH-NORMALIZED","","index.html:288"
"01-04-03-007","MATCH-NORMALIZED","","index.html:289"
"01-04-03-008","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:295, 327 (×2, one per column)"
"01-04-03-009","MATCH-NORMALIZED","","index.html:297"
"01-04-03-010","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:302, 312, 334, 344 (×4)"
"01-04-03-011","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:305, 337 (×2)"
"01-04-03-012","MATCH-NORMALIZED","","index.html:307"
"01-04-03-013","MATCH-NORMALIZED","","index.html:319"
"01-04-03-014","MATCH-NORMALIZED","","index.html:320"
"01-04-03-015","MATCH-NORMALIZED","","index.html:321"
"01-04-03-016","MATCH-NORMALIZED","","index.html:329"
"01-04-03-017","MATCH-NORMALIZED","","index.html:339"
"01-04-03-018","MATCH-NORMALIZED","","index.html:355"
"01-04-03-019","MATCH-NORMALIZED","","index.html:361"
"01-04-03-020","MATCH-NORMALIZED","","index.html:367"
"01-04-03-021","MATCH-NORMALIZED","","index.html:373"
"01-04-03-022","MATCH-NORMALIZED","","index.html:379"
"01-04-03-023","MATCH-NORMALIZED","","index.html:385"
"01-04-03-024","MATCH-NORMALIZED","","index.html:391"
"01-04-03-025","MATCH-NORMALIZED","","index.html:402"
"01-04-03-026","MATCH-NORMALIZED","","index.html:414"
"01-04-03-027","MATCH-NORMALIZED","","index.html:416"
"01-04-03-028","MATCH-NORMALIZED","","index.html:417"
"01-04-03-029","MATCH-NORMALIZED","","index.html:423"
"01-04-03-030","MATCH-EXACT","","index.html:436"
"01-04-03-031","MATCH-NORMALIZED","","index.html:438"
"01-04-03-032","MATCH-NORMALIZED","","script.js:646 (announce() at :647)"
"01-04-03-033","MATCH-NORMALIZED","","script.js:655 (announce() at :656)"
"01-04-03-034","MATCH-NORMALIZED","","script.js:693 (announce() at :694)"
"01-04-03-035","MATCH-NORMALIZED","","script.js:648 (correct branch) and independently re-typed at :695 (wrong branch) — textually identical; mirrored again at script.js:1352 as S39_RESTORE_EXPLANATION"
"01-04-03-036","MATCH-NORMALIZED","","script.js:508"
"01-04-03-037","SKIP","runtime-concatenated value placeholder — the JS source builds this string with a variable/method-call in the middle at runtime, so it can never literally match static source text; manually verified against source in the transcript","script.js:517"
"01-04-03-038","SKIP","runtime-concatenated value placeholder — the JS source builds this string with a variable/method-call in the middle at runtime, so it can never literally match static source text; manually verified against source in the transcript","script.js:534"
"01-04-03-039","SKIP","runtime-concatenated value placeholder — the JS source builds this string with a variable/method-call in the middle at runtime, so it can never literally match static source text; manually verified against source in the transcript","script.js:432"
"01-04-04-001","MATCH-NORMALIZED","","index.html:449"
"01-04-04-002","MATCH-NORMALIZED","","index.html:451"
"01-04-04-003","MATCH-NORMALIZED","","index.html:453"
"01-04-04-004","MATCH-NORMALIZED","","index.html:464-468"
"01-04-04-005","MATCH-NORMALIZED","","index.html:472"
"01-04-04-006","MATCH-NORMALIZED","","index.html:474"
"01-04-04-007","MATCH-NORMALIZED","","index.html:481"
"01-04-04-008","MATCH-NORMALIZED","","index.html:482"
"01-04-04-009","MATCH-NORMALIZED","","index.html:494"
"01-04-04-010","MATCH-NORMALIZED","","index.html:504"
"01-04-04-011","MATCH-NORMALIZED","","index.html:506"
"01-04-04-012","MATCH-NORMALIZED","","index.html:507"
"01-04-04-013","MATCH-NORMALIZED","","index.html:513"
"01-04-04-014","MATCH-EXACT","","index.html:526"
"01-04-04-015","MATCH-NORMALIZED","","index.html:528"
"01-04-04-016","MATCH-NORMALIZED","","script.js:801 (announce() at :802)"
"01-04-04-017","MATCH-NORMALIZED","","script.js:811 (announce() at :812)"
"01-04-04-018","MATCH-NORMALIZED","","script.js:822 (announce() at :823)"
"01-04-04-019","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:803 (correct) / :824 (wrong, near-identical) — mirrored again at script.js:1353 as S40_RESTORE_EXPLANATION"
"01-04-05-001","MATCH-NORMALIZED","","index.html:539"
"01-04-05-002","MATCH-NORMALIZED","","index.html:541"
"01-04-05-003","MATCH-NORMALIZED","","index.html:543"
"01-04-05-004","MATCH-NORMALIZED","","index.html:547"
"01-04-05-005","MATCH-NORMALIZED","","index.html:557-559"
"01-04-05-006","MATCH-NORMALIZED","","index.html:562"
"01-04-05-007","MATCH-NORMALIZED","","index.html:565"
"01-04-05-008","MATCH-NORMALIZED","","index.html:569"
"01-04-05-009","MATCH-NORMALIZED","","index.html:573"
"01-04-05-010","MATCH-NORMALIZED","","index.html:577"
"01-04-05-011","MATCH-NORMALIZED","","index.html:585"
"01-04-05-012","MATCH-NORMALIZED","","index.html:586"
"01-04-05-013","MATCH-NORMALIZED","","index.html:598"
"01-04-05-014","MATCH-NORMALIZED","","index.html:608"
"01-04-05-015","MATCH-NORMALIZED","","index.html:610"
"01-04-05-016","MATCH-NORMALIZED","","index.html:611"
"01-04-05-017","MATCH-NORMALIZED","","index.html:617"
"01-04-05-018","MATCH-EXACT","","index.html:630"
"01-04-05-019","MATCH-NORMALIZED","","index.html:632"
"01-04-05-020","MATCH-NORMALIZED","","script.js:956 (announce() at :957)"
"01-04-05-021","MATCH-NORMALIZED","","script.js:966 (announce() at :967)"
"01-04-05-022","MATCH-NORMALIZED","","script.js:980 (announce() at :981)"
"01-04-05-023","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:958 (correct) / :982 (wrong, identical) — mirrored again at script.js:1354 as S41_RESTORE_EXPLANATION"
"01-04-05-024","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:962 (also :986, :1430)"
"01-04-99-001","MATCH-NORMALIZED","","index.html:6"
"01-04-99-002","MATCH-NORMALIZED","","index.html:11"
"01-04-99-003","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:16 (aria-label + title), index.html:21 (visible span)"
"01-04-99-004","MATCH-NORMALIZED","","index.html:649"
"01-04-99-005","MATCH-NORMALIZED","","index.html:650"
"01-04-99-006","MATCH-NORMALIZED","","index.html:651"
"01-04-99-007","MATCH-NORMALIZED","","index.html:654"
"01-04-99-008","MATCH-NORMALIZED","","index.html:657"
"01-04-99-009","MATCH-NORMALIZED","","index.html:660"
"01-04-99-010","MATCH-NORMALIZED","","index.html:661"
"01-04-99-011","MATCH-NORMALIZED","","index.html:662"
"01-04-99-012","MATCH-NORMALIZED","","index.html:666"
"01-04-99-013","MATCH-NORMALIZED","","index.html:670"
"01-04-99-014","MATCH-NORMALIZED","","index.html:671"
"01-04-99-015","MATCH-NORMALIZED","","index.html:672"
"01-04-99-016","MATCH-NORMALIZED","","index.html:677"
"01-04-99-017","MATCH-NORMALIZED","","index.html:678"
"01-04-99-018","MATCH-NORMALIZED","","index.html:693"
"01-04-99-019","MATCH-NORMALIZED","","index.html:694"
"01-04-99-020","MATCH-NORMALIZED","","index.html:696"
"01-04-99-021","MATCH-NORMALIZED","","index.html:708"
"01-04-99-022","MATCH-NORMALIZED","","index.html:709"
"01-04-99-023","MATCH-NORMALIZED","","index.html:711"
"01-04-99-024","MATCH-NORMALIZED","","index.html:712"
"01-04-99-025","MATCH-NORMALIZED","","index.html:723"
"01-04-99-026","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:724 (identical on all 6 zoom modals: 724,739,754,769,784,799)"
"01-04-99-027","MATCH-NORMALIZED","","index.html:730"
"01-04-99-028","MATCH-NORMALIZED","","index.html:738"
"01-04-99-029","MATCH-NORMALIZED","","index.html:745"
"01-04-99-030","MATCH-NORMALIZED","","index.html:753"
"01-04-99-031","MATCH-NORMALIZED","","index.html:760"
"01-04-99-032","MATCH-NORMALIZED","","index.html:768"
"01-04-99-033","MATCH-NORMALIZED","","index.html:775"
"01-04-99-034","MATCH-NORMALIZED","","index.html:783"
"01-04-99-035","MATCH-NORMALIZED","","index.html:790"
"01-04-99-036","MATCH-NORMALIZED","","index.html:798"
"01-04-99-037","MATCH-NORMALIZED","","index.html:805"
"01-04-99-038","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:1115 (announce()-style, correct branch, also :1116)"
"01-04-99-039","SKIP","dead/unreachable code block — line ranges approximate per agent report","script.js:1126"
"01-04-99-040","SKIP","dead/unreachable code block — line ranges approximate per agent report","script.js:1138"
"01-04-99-041","SKIP","dead/unreachable code block — line ranges approximate per agent report","script.js:1117, 1140"
"01-05-00-001","MATCH-NORMALIZED","","index.html:29"
"01-05-00-002","MATCH-NORMALIZED","","index.html:30"
"01-05-00-003","MATCH-NORMALIZED","","index.html:31"
"01-05-00-004","MATCH-NORMALIZED","","index.html:32"
"01-05-00-005","MATCH-NORMALIZED","","index.html:34"
"01-05-00-006","MATCH-NORMALIZED","","index.html:39"
"01-05-00-007","MATCH-NORMALIZED","","index.html:40"
"01-05-01-001","MATCH-NORMALIZED","","index.html:49"
"01-05-01-002","MATCH-NORMALIZED","","index.html:54"
"01-05-01-003","MATCH-NORMALIZED","","index.html:55"
"01-05-01-004","MATCH-NORMALIZED","","index.html:61"
"01-05-01-005","MATCH-NORMALIZED","","index.html:62"
"01-05-02-001","SKIP","tooltip-embedded widget markup interrupts substring adjacency in the raw file — manually verified against source instead","index.html:78-79"
"01-05-02-002","MATCH-NORMALIZED","","index.html:79 (trigger word)"
"01-05-02-003","MATCH-NORMALIZED","","index.html:79"
"01-05-02-004","MATCH-NORMALIZED","","index.html:79 (#s45-help-tooltip)"
"01-05-02-005","MATCH-NORMALIZED","","index.html:86"
"01-05-02-006","MATCH-NORMALIZED","","index.html:87"
"01-05-02-007","MATCH-NORMALIZED","","index.html:94"
"01-05-02-008","MATCH-NORMALIZED","","index.html:95"
"01-05-02-009","MATCH-NORMALIZED","","index.html:107"
